config,n_free,N,num_points,L,run,seed,train_data_seed,test_data_seed,test_rel_error,test_abs_error,test_loss,train_loss,epochs_run,stopping_reason,train_time
mu,1,128,10,8,0,100,200,300,0.0008084325343370438,0.0013687820732593537,3.1342842266894877e-06,9.993398180085933e-07,1314,stopping_threshold,1.6778001970087644
mu,1,128,10,8,1,101,201,301,0.0010084886997938157,0.001633173942565918,4.85983700491488e-06,1.3168212262826273e-06,2000,max_epochs,2.556895141984569
mu,1,128,10,8,2,102,202,302,0.0027443585991859436,0.003586627960205078,4.823319101706147e-05,9.99737721940619e-07,248,stopping_threshold,0.32508644097833894
mu,1,128,10,8,3,103,203,303,0.0011563006415963174,0.001986079752445221,6.15654984721914e-06,9.784508847587858e-07,145,stopping_threshold,0.1910661710135173
mu,1,128,10,8,4,104,204,304,0.0018701580315828323,0.0027575021386146547,1.8427043105475605e-05,1.0712841458371258e-06,2000,max_epochs,2.6335221110202838
mu,1,128,10,8,5,105,205,305,0.0013797714561223984,0.0020320296585559844,9.670430910773576e-06,1.2579174608617905e-06,2000,max_epochs,2.63047582298168
mu,1,128,10,8,6,106,206,306,0.001184080995619297,0.0019984601736068724,6.1665872926823795e-06,9.986662234950927e-07,458,stopping_threshold,0.6013842940155882
mu,1,128,100,1,0,100,200,300,0.009569013178348542,0.019195764541625977,0.0003992881178855896,0.00020411670266184956,2000,max_epochs,2.66124120799941
mu,1,128,100,1,1,101,201,301,0.0007284268960356712,0.0012229633331298827,2.545579627621919e-06,1.7924099893207313e-06,2000,max_epochs,2.663966725987848
mu,1,128,100,1,2,102,202,302,0.0007033331543207169,0.001179955691099167,2.377137396251783e-06,1.9887531834683614e-06,2000,max_epochs,2.6981496609805617
mu,1,128,100,1,3,103,203,303,0.0007361941561102867,0.001234839826822281,2.576488419435918e-06,2.0099535049666883e-06,2000,max_epochs,2.6935121830028947
mu,1,128,100,1,4,104,204,304,0.0006800543814897538,0.0011633163988590241,2.2931124112801624e-06,1.6683979993104003e-06,2000,max_epochs,2.6922188629978336
mu,1,128,100,1,5,105,205,305,0.0007083966657519341,0.001226495385169983,2.4562223989050835e-06,2.4002754344110144e-06,2000,max_epochs,2.6967229370202404
mu,1,128,100,1,6,106,206,306,0.0007118485942482948,0.0012081423103809357,2.4752609024289994e-06,1.8754212760541122e-06,2000,max_epochs,2.7001618839858565
mu,1,128,100,2,0,100,200,300,0.0007392315492033959,0.0012495990097522735,2.649340109201148e-06,1.8521883475841605e-06,2000,max_epochs,2.688011452992214
mu,1,128,100,2,1,101,201,301,0.000712064802646637,0.0011939359307289123,2.434357476886362e-06,1.7611882867640816e-06,2000,max_epochs,2.6801432740176097
mu,1,128,100,2,2,102,202,302,0.0007028390318155289,0.0011799123287200928,2.3779398761689665e-06,1.895762011372426e-06,2000,max_epochs,2.683366928016767
mu,1,128,100,2,3,103,203,303,0.0007588498368859291,0.0012595140039920807,2.705425868043676e-06,2.0099155335628893e-06,2000,max_epochs,2.6829564129875507
mu,1,128,100,2,4,104,204,304,0.000687441125512123,0.0011618911921977997,2.3047743015922605e-06,1.745792928886658e-06,2000,max_epochs,2.686434276984073
mu,1,128,100,2,5,105,205,305,0.0007033008486032486,0.0012180157601833343,2.4217739410232753e-06,2.4361320356547367e-06,2000,max_epochs,2.6150205669982824
mu,1,128,100,2,6,106,206,306,0.0007019592821598053,0.00119577956199646,2.412925357930362e-06,1.752705657054321e-06,2000,max_epochs,2.609726024995325
mu,1,128,100,3,0,100,200,300,0.0007178314477205277,0.0012356764972209931,2.539597568102181e-06,1.783900643204106e-06,2000,max_epochs,2.607160654006293
mu,1,128,100,3,1,101,201,301,0.0007145612314343453,0.0011935643553733827,2.4455852690152823e-06,1.7535270444568596e-06,2000,max_epochs,2.609413736994611
mu,1,128,100,3,2,102,202,302,0.0007120639085769654,0.001187814861536026,2.439478586893529e-06,1.9296146547276294e-06,2000,max_epochs,2.610597714985488
mu,1,128,100,3,3,103,203,303,0.0007241865545511246,0.0012310337126255036,2.5061444903258233e-06,1.9473959582683165e-06,2000,max_epochs,2.6093961389851756
mu,1,128,100,3,4,104,204,304,0.013092477202415466,0.02647732925415039,0.0007693109214305878,0.00032316907891072333,2000,max_epochs,2.612998098018579
mu,1,128,100,3,5,105,205,305,0.001193734921514988,0.002345968335866928,7.2451027808710936e-06,4.347527465142775e-06,2000,max_epochs,2.5761568440066185
mu,1,128,100,3,6,106,206,306,0.0011538369283080102,0.0021924851238727568,6.4789308817125856e-06,2.0129900804022327e-06,2000,max_epochs,2.572281884000404
mu,1,128,100,4,0,100,200,300,0.0007029233127832413,0.0011983915865421296,2.421079931082204e-06,1.7543130752528668e-06,2000,max_epochs,2.5762616010033526
mu,1,128,100,4,1,101,201,301,0.0007281400784850121,0.0012357656359672546,2.5691116170492022e-06,1.7920847312780097e-06,2000,max_epochs,2.575548586988589
mu,1,128,100,4,2,102,202,302,0.0007137632593512535,0.001193595141172409,2.4406742304563522e-06,1.9828805761790136e-06,2000,max_epochs,2.574755577981705
mu,1,128,100,4,3,103,203,303,0.0008287332132458687,0.0014612686336040496,3.2440058130305262e-06,1.0902427675318904e-05,2000,max_epochs,2.5743544250144623
mu,1,128,100,4,4,104,204,304,0.0006995290666818619,0.0011853148341178894,2.3799987829988823e-06,1.81967732260091e-06,2000,max_epochs,2.644611867988715
mu,1,128,100,4,5,105,205,305,0.0007182843834161759,0.0012361025512218475,2.4915320100262763e-06,2.382926368227345e-06,2000,max_epochs,2.6843919870152604
mu,1,128,100,4,6,106,206,306,0.0006908129453659057,0.001173522174358368,2.3301412002183497e-06,1.678055127740663e-06,2000,max_epochs,2.6857627389836125
mu,1,128,100,8,0,100,200,300,0.0007117024287581444,0.0012258942723274231,2.493383042747155e-06,2.1409696273622103e-06,2000,max_epochs,2.693597234028857
mu,1,128,100,8,1,101,201,301,0.0007237888425588607,0.0012189204692840577,2.5228108279407023e-06,1.7148590814031195e-06,2000,max_epochs,2.68100666400278
mu,1,128,100,8,2,102,202,302,0.0007383414134383201,0.001221516966819763,2.6198070263490082e-06,1.9956792129960377e-06,2000,max_epochs,2.6521092590119224
mu,1,128,100,8,3,103,203,303,0.0007280692160129547,0.0012302146852016449,2.5454609422013164e-06,2.0443803805392236e-06,2000,max_epochs,2.6475297230063006
mu,1,128,100,8,4,104,204,304,0.0006794992610812187,0.0011513714790344239,2.254200735478662e-06,1.6866798659975757e-06,2000,max_epochs,2.650050258002011
mu,1,128,100,8,5,105,205,305,0.0007787075787782669,0.001365034282207489,3.0745426774956287e-06,2.9172269933042116e-06,2000,max_epochs,2.653912272013258
mu,1,128,100,8,6,106,206,306,0.0007021643072366715,0.001205618143081665,2.4302547972183673e-06,1.6611219280093792e-06,2000,max_epochs,2.652798538998468
mu,1,128,1000,1,0,100,200,300,0.000840723603963852,0.001528057962656021,3.4105516970157625e-06,2.7091174270026388e-06,2000,max_epochs,10.669633388984948
mu,1,128,1000,1,1,101,201,301,0.000702930636703968,0.0011951330900192261,2.375893585849553e-06,2.295911544933915e-06,2000,max_epochs,10.709844933007844
mu,1,128,1000,1,2,102,202,302,0.004205500185489655,0.008653258681297302,8.588481973856688e-05,0.00012779562413925305,2000,max_epochs,10.662561219971394
mu,1,128,1000,1,3,103,203,303,0.0007108762860298157,0.0012178432047367095,2.4336004862561823e-06,2.2501000712509265e-06,2000,max_epochs,10.654804958001478
mu,1,128,1000,1,4,104,204,304,0.0014412028342485428,0.002922216147184372,1.1114113265648484e-05,4.991178764612414e-06,2000,max_epochs,10.66849971699412
mu,1,128,1000,1,5,105,205,305,0.008782406032085419,0.017726418256759642,0.00034532712027430536,0.00016848111571744084,2000,max_epochs,10.649646894016769
mu,1,128,1000,1,6,106,206,306,0.012402562141418457,0.023430387020111083,0.0005598790161311626,0.0011768973153084518,2000,max_epochs,10.634945950994734
mu,1,128,1000,2,0,100,200,300,0.0006725928485393525,0.0011551745235919952,2.2248440363910047e-06,2.3777982023602816e-06,2000,max_epochs,10.434367644018494
mu,1,128,1000,2,1,101,201,301,0.0007600779384374618,0.0013237030506134033,2.860503300325945e-06,2.863091529434314e-06,2000,max_epochs,10.358630391012412
mu,1,128,1000,2,2,102,202,302,0.0191354877948761,0.039043673753738406,0.0016814500242471695,0.0007782333996146917,2000,max_epochs,10.618446195003344
mu,1,128,1000,2,3,103,203,303,0.013888797163963318,0.027914901733398438,0.0008410918861627578,0.0006220842762850225,2000,max_epochs,10.616025992989307
mu,1,128,1000,2,4,104,204,304,0.0007325806617736817,0.001237392544746399,2.6471698947716505e-06,0.00022680602692707908,2000,max_epochs,10.638806022005156
mu,1,128,1000,2,5,105,205,305,0.0007040270566940307,0.0012166924178600312,2.4819243990350515e-06,2.3160296223068144e-06,2000,max_epochs,10.719521357998019
mu,1,128,1000,2,6,106,206,306,0.007287657022476197,0.013886455774307251,0.00020083710178732872,0.0010895103197544813,2000,max_epochs,10.735150010004872
mu,1,128,1000,3,0,100,200,300,0.0044699135422706605,0.008609216690063476,7.83156813122332e-05,8.424645860213787e-05,2000,max_epochs,10.725183910981286
mu,1,128,1000,3,1,101,201,301,0.01896802353858948,0.038565848588943484,0.0016350771486759186,0.0010936689544469118,2000,max_epochs,10.687122902018018
mu,1,128,1000,3,2,102,202,302,0.007172504305839538,0.014713379740715026,0.0002447108216583729,0.000680132137844339,2000,max_epochs,10.596885564009426
mu,1,128,1000,3,3,103,203,303,0.004973349452018738,0.009667730212211609,9.965185821056366e-05,0.00028316255647223445,2000,max_epochs,10.537781516992254
mu,1,128,1000,3,4,104,204,304,0.003881560206413269,0.008143892347812652,7.950177602469921e-05,0.0001811335791135207,2000,max_epochs,10.484075428015785
mu,1,128,1000,3,5,105,205,305,0.0010957429707050324,0.0020808832943439485,5.8403752627782525e-06,2.913526465272298e-05,2000,max_epochs,10.537006160011515
mu,1,128,1000,3,6,106,206,306,0.006581970930099487,0.012979800581932068,0.00018145694211125373,0.00019021664874162525,2000,max_epochs,10.710786228999496
mu,1,128,1000,4,0,100,200,300,0.006247308969497681,0.01277895724773407,0.00018533553928136825,0.00016832615324528888,2000,max_epochs,10.910841714998242
mu,1,128,1000,4,1,101,201,301,0.0008273591920733451,0.0014776675701141358,3.417225176235661e-06,2.8145921969553458e-06,2000,max_epochs,10.842490328999702
mu,1,128,1000,4,2,102,202,302,0.0006993021816015244,0.001180239737033844,2.4512829550076278e-06,2.3386508455587318e-06,2000,max_epochs,10.869036160001997
mu,1,128,1000,4,3,103,203,303,0.01511200201511383,0.030406203031539916,0.0010065392181277276,0.0003761377758346498,2000,max_epochs,10.68293559900485
mu,1,128,1000,4,4,104,204,304,0.0007069752886891365,0.0012100595533847808,2.4596072908025236e-06,2.5973314895963996e-06,2000,max_epochs,10.602849339979002
mu,1,128,1000,4,5,105,205,305,0.0006847124993801117,0.0011715280115604401,2.3192978114821017e-06,2.2470113271992886e-06,2000,max_epochs,10.604785286996048
mu,1,128,1000,4,6,106,206,306,0.001442087858915329,0.002648528516292572,9.512852760963141e-06,0.00020102534253965131,2000,max_epochs,10.592270040011499
mu,1,128,1000,8,0,100,200,300,0.00759559577703476,0.014361966609954833,0.00021294022165238856,0.0011964508276432753,2000,max_epochs,10.581508128991118
mu,1,128,1000,8,1,101,201,301,0.00124434332549572,0.002397412121295929,7.659817347303033e-06,4.796622550202301e-06,2000,max_epochs,10.610799304005923
mu,1,128,1000,8,2,102,202,302,0.0006846864074468613,0.0011623177230358124,2.32283330115024e-06,2.2603538000112165e-06,2000,max_epochs,10.79725566401612
mu,1,128,1000,8,3,103,203,303,0.002475626349449158,0.00471222722530365,3.249013121239841e-05,3.5640568559756503e-05,2000,max_epochs,10.796397072990658
mu,1,128,1000,8,4,104,204,304,0.0014205225706100464,0.0028109230399131777,1.0046891868114471e-05,7.539664780779276e-06,2000,max_epochs,10.803798784996616
mu,1,128,1000,8,5,105,205,305,0.0006993013843894005,0.0011909924745559693,2.3876837221905588e-06,3.4799841541826026e-06,2000,max_epochs,10.828719764016569
mu,1,128,1000,8,6,106,206,306,0.00887814700603485,0.019510938286781312,0.0004989532083272934,0.00018893926381133497,2000,max_epochs,10.87704934598878
mu,1,256,5,1,0,100,200,300,0.028467726230621337,0.05671134614944458,0.0034174203872680666,0.0004644781874958426,2000,max_epochs,2.6812858229968697
mu,1,256,5,1,1,101,201,301,0.0008744430840015411,0.0015456517934799195,3.5585916484706105e-06,9.842875670074136e-07,168,stopping_threshold,0.22757764701964334
mu,1,256,5,1,2,102,202,302,0.00473501455783844,0.006018157243728638,0.00013385799154639244,9.8577720564208e-07,159,stopping_threshold,0.2143676560081076
mu,1,256,5,1,3,103,203,303,0.00277481085062027,0.004154523074626923,4.1410088539123534e-05,9.981321227314766e-07,271,stopping_threshold,0.36387501799617894
mu,1,256,5,1,4,104,204,304,0.0020414105206727983,0.002797737866640091,1.983016380108893e-05,9.963300726667512e-07,245,stopping_threshold,0.3297059239994269
mu,1,256,5,1,5,105,205,305,0.001153426542878151,0.0017116911709308623,7.136955915484577e-06,9.89430532172264e-07,267,stopping_threshold,0.3579656459914986
mu,1,256,5,1,6,106,206,306,0.0034980619251728058,0.0044617242217063905,6.58893003128469e-05,9.997207826017984e-07,436,stopping_threshold,0.5866135769756511
mu,1,256,5,2,0,100,200,300,0.0012134572118520737,0.00252609983086586,9.238942177034914e-06,1.431075816071825e-06,2000,max_epochs,2.655689239007188
mu,1,256,5,2,1,101,201,301,0.0008726400956511497,0.001445273905992508,3.5080356465186925e-06,9.917034731188323e-07,336,stopping_threshold,0.44867698100279085
mu,1,256,5,2,2,102,202,302,0.0014549978375434874,0.0024277305006980897,8.528573787771166e-06,9.86818918136123e-07,305,stopping_threshold,0.4062033439986408
mu,1,256,5,2,3,103,203,303,0.0005879391804337502,0.0010356856882572174,1.695691084023565e-06,9.95419441096601e-07,319,stopping_threshold,0.425669279997237
mu,1,256,5,2,4,104,204,304,0.0020198234766721727,0.002688589423894882,2.5047058472409846e-05,9.903859563564765e-07,132,stopping_threshold,0.176685112004634
mu,1,256,5,2,5,105,205,305,0.0018839738667011262,0.003071126013994217,1.5038848738186061e-05,8.866481380209734e-07,118,stopping_threshold,0.1579449040000327
mu,1,256,5,2,6,106,206,306,0.005305068433284759,0.006583597302436828,0.00016687589325010776,9.919713193085045e-07,174,stopping_threshold,0.2314001049962826
mu,1,256,5,3,0,100,200,300,0.000731512539088726,0.0013661894500255586,2.65405245590955e-06,1.3103735909680836e-06,2000,max_epochs,2.6939907769847196
mu,1,256,5,3,1,101,201,301,0.000950832337141037,0.001626808077096939,4.131859896006063e-06,9.941634289134527e-07,256,stopping_threshold,0.343067149980925
mu,1,256,5,3,2,102,202,302,0.0029779742658138275,0.0041709538102149965,4.260476166382432e-05,9.981259836422396e-07,774,stopping_threshold,1.0362241339753382
mu,1,256,5,3,3,103,203,303,0.001787611946463585,0.0027730706334114074,1.5001504798419774e-05,9.877184083961765e-07,216,stopping_threshold,0.2890928279957734
mu,1,256,5,3,4,104,204,304,0.003299462676048279,0.00425529420375824,6.264800205826759e-05,9.807371270653675e-07,172,stopping_threshold,0.2305135919887107
mu,1,256,5,3,5,105,205,305,0.0052233079075813295,0.006726333856582642,0.00016508214175701142,9.723661378302495e-07,144,stopping_threshold,0.19275144199491479
mu,1,256,5,3,6,106,206,306,0.0017405533790588379,0.0027060075402259827,1.2268131482414901e-05,9.04344688024139e-07,146,stopping_threshold,0.19620577502064407
mu,1,256,5,4,0,100,200,300,0.001556206613779068,0.003582425147294998,2.477292250841856e-05,1.1145339158247225e-06,2000,max_epochs,2.6592550839995965
mu,1,256,5,4,1,101,201,301,0.0009668775275349617,0.0017566864788532257,4.23800409771502e-06,9.770839142220211e-07,170,stopping_threshold,0.22711060201982036
mu,1,256,5,4,2,102,202,302,0.004494573384523391,0.005762798964977264,0.00011546371039003133,9.964340961232665e-07,173,stopping_threshold,0.2299738310102839
mu,1,256,5,4,3,103,203,303,0.0007701970934867859,0.0013441572785377503,2.7918712876271458e-06,9.98934410745278e-07,172,stopping_threshold,0.22970302100293338
mu,1,256,5,4,4,104,204,304,0.0057346180677413944,0.00788485997915268,0.00015110005065798758,5.892204058000061e-07,116,stopping_threshold,0.15613867397769354
mu,1,256,5,4,5,105,205,305,0.0023821382224559783,0.003339706212282181,2.6457205414772032e-05,9.748265483722207e-07,186,stopping_threshold,0.24803690900444053
mu,1,256,5,4,6,106,206,306,0.004264007300138473,0.005808905839920044,7.747386489063502e-05,9.183009979096823e-07,134,stopping_threshold,0.1797065299761016
mu,1,256,5,8,0,100,200,300,0.03752195549011231,0.07599840164184571,0.0063241711854934695,0.0032025668770074844,2000,max_epochs,2.6839944449893665
mu,1,256,5,8,1,101,201,301,0.0007903873175382615,0.0013842379152774812,2.9760521138086916e-06,9.99355847852712e-07,718,stopping_threshold,0.9566022570070345
mu,1,256,5,8,2,102,202,302,0.0033465185463428496,0.004520513534545898,5.446634255349636e-05,9.863837249213248e-07,362,stopping_threshold,0.48251457401784137
mu,1,256,5,8,3,103,203,303,0.0007639401704072952,0.001174875795841217,2.880341751733795e-06,9.980607273973874e-07,181,stopping_threshold,0.24062280301586725
mu,1,256,5,8,4,104,204,304,0.0015048890709877013,0.002248192548751831,9.611527144443244e-06,9.997028200814384e-07,528,stopping_threshold,0.704033234011149
mu,1,256,5,8,5,105,205,305,0.0031946050524711608,0.004625807166099548,5.682357354089618e-05,7.973227980073716e-07,122,stopping_threshold,0.1660136670107022
mu,1,256,5,8,6,106,206,306,0.001658856615424156,0.002430692255496979,1.3038795441389083e-05,4.30161406939078e-07,128,stopping_threshold,0.17028296401258558
mu,1,256,10,1,0,100,200,300,0.0008124139904975891,0.001666057676076889,4.496308334637433e-06,9.731637646837044e-07,154,stopping_threshold,0.20776130599551834
mu,1,256,10,1,1,101,201,301,0.0008096813708543777,0.0012785133719444275,3.0567703652195633e-06,9.993299272537115e-07,497,stopping_threshold,0.6757057060021907
mu,1,256,10,1,2,102,202,302,0.0012460999935865402,0.0018932853937149048,8.032014244236052e-06,9.904471198751708e-07,152,stopping_threshold,0.20415374397998676
mu,1,256,10,1,3,103,203,303,0.0006538126915693283,0.0011241574585437774,2.0305334910517557e-06,9.95806999526394e-07,710,stopping_threshold,0.9511143370182253
mu,1,256,10,1,4,104,204,304,0.0007966432869434357,0.0014114060997962952,2.966991625726223e-06,9.706618584459648e-07,175,stopping_threshold,0.23531380097847432
mu,1,256,10,1,5,105,205,305,0.0006414479687809944,0.001054954558610916,2.0425307884579524e-06,1.3954534097138094e-06,2000,max_epochs,2.67954281999846
mu,1,256,10,1,6,106,206,306,0.0007285333946347236,0.0011877629160881042,2.634105418110266e-06,9.994370202548453e-07,1163,stopping_threshold,1.5639176380063873
mu,1,256,10,2,0,100,200,300,0.001176463134586811,0.0025441130697727203,1.139779988443479e-05,9.904932767312857e-07,204,stopping_threshold,0.27393249998567626
mu,1,256,10,2,1,101,201,301,0.0007533614188432693,0.0012078846991062165,2.6636030670488255e-06,9.960792795027373e-07,235,stopping_threshold,0.31293866399209946
mu,1,256,10,2,2,102,202,302,0.0013489037305116653,0.0018681843280792237,9.035454248078167e-06,9.992054401664063e-07,554,stopping_threshold,0.738139149005292
mu,1,256,10,2,3,103,203,303,0.0010489384308457375,0.0015540914833545685,5.1445715362206105e-06,9.964389846572885e-07,389,stopping_threshold,0.5186232719861437
mu,1,256,10,2,4,104,204,304,0.0006947367861866951,0.0011664398908615113,2.409885288216174e-06,9.55369955590868e-07,171,stopping_threshold,0.22967414199956693
mu,1,256,10,2,5,105,205,305,0.0005693776085972786,0.0009520619213581085,1.5852843935135753e-06,1.6976810002233833e-06,2000,max_epochs,2.666533726005582
mu,1,256,10,2,6,106,206,306,0.0006054172664880752,0.0010372895002365113,1.7509049648651853e-06,9.99312987914891e-07,615,stopping_threshold,0.8229934170085471
mu,1,256,10,3,0,100,200,300,0.0015477217733860017,0.0036148265302181244,2.8031808091327546e-05,9.9778117146343e-07,536,stopping_threshold,0.7169143840146717
mu,1,256,10,3,1,101,201,301,0.0009320991411805153,0.001633001446723938,4.296485451050103e-06,9.898813004838303e-07,220,stopping_threshold,0.2947504339972511
mu,1,256,10,3,2,102,202,302,0.0007167104110121727,0.001205367386341095,2.3270297970157115e-06,9.965522167476593e-07,528,stopping_threshold,0.7064576780248899
mu,1,256,10,3,3,103,203,303,0.0012920193672180176,0.001803981453180313,8.562957285903394e-06,9.98171572064166e-07,850,stopping_threshold,1.1337702840100974
mu,1,256,10,3,4,104,204,304,0.0013118532598018647,0.002555116027593613,8.501636795699596e-06,8.456266300527204e-07,117,stopping_threshold,0.15692932601086795
mu,1,256,10,3,5,105,205,305,0.00863417661190033,0.017067534804344177,0.0003095359429717064,0.00014179691788740456,2000,max_epochs,2.666993133025244
mu,1,256,10,3,6,106,206,306,0.0006879042536020279,0.001100056290626526,2.1881720167584716e-06,9.987201110561728e-07,511,stopping_threshold,0.6819258179748431
mu,1,256,10,4,0,100,200,300,0.0010714528411626815,0.0022537950575351713,8.005013689398765e-06,9.991272236220539e-07,244,stopping_threshold,0.3251036019937601
mu,1,256,10,4,1,101,201,301,0.000881326712667942,0.0015224593579769134,3.819665900664404e-06,9.837370953391655e-07,258,stopping_threshold,0.34409213002072647
mu,1,256,10,4,2,102,202,302,0.000737911157310009,0.001275151014328003,2.5104492960963396e-06,9.916838052959065e-07,225,stopping_threshold,0.2994937839976046
mu,1,256,10,4,3,103,203,303,0.0011019463390111923,0.0016194183230400084,5.675910681020469e-06,9.96293010757654e-07,369,stopping_threshold,0.4907738900219556
mu,1,256,10,4,4,104,204,304,0.001280746802687645,0.0024680283069610596,8.37677245726809e-06,6.871776463412971e-07,111,stopping_threshold,0.14976807398488745
mu,1,256,10,4,5,105,205,305,0.0006429687067866325,0.0010538621246814729,2.0654441614169627e-06,1.5689411156927235e-06,2000,max_epochs,2.661264566995669
mu,1,256,10,4,6,106,206,306,0.0007159094288945198,0.0010982944369316101,2.513726911274716e-06,9.98882569547277e-07,759,stopping_threshold,1.0120896229927894
mu,1,256,10,8,0,100,200,300,0.001455236792564392,0.0032882385551929474,2.0295030204579233e-05,9.955768973668455e-07,190,stopping_threshold,0.2543482680048328
mu,1,256,10,8,1,101,201,301,0.0008070571199059487,0.0012758545279502869,3.040494571905583e-06,9.994465699492139e-07,1224,stopping_threshold,1.6315110900031868
mu,1,256,10,8,2,102,202,302,0.0015427364259958268,0.002127741038799286,1.2238748022355139e-05,9.99772851173475e-07,710,stopping_threshold,0.9464110449771397
mu,1,256,10,8,3,103,203,303,0.0010457100197672844,0.0015232155621051789,5.248875531833619e-06,9.936037486113491e-07,220,stopping_threshold,0.2933852910064161
mu,1,256,10,8,4,104,204,304,0.00119181227684021,0.001986441910266876,6.220317620318383e-06,9.954256938726758e-07,178,stopping_threshold,0.23840216200915165
mu,1,256,10,8,5,105,205,305,0.000602352112531662,0.000998933345079422,1.7611383955227212e-06,1.7280270867559011e-06,2000,max_epochs,2.660554703004891
mu,1,256,10,8,6,106,206,306,0.0007827190533280373,0.0012417334318161012,2.9683661996386943e-06,9.994732863560785e-07,692,stopping_threshold,0.9228188450215384
mu,1,256,100,1,0,100,200,300,0.02273596429824829,0.04560931825637817,0.002238756388425827,0.0011201516026630998,2000,max_epochs,2.701302614004817
mu,1,256,100,1,1,101,201,301,0.027128111839294432,0.05391923189163208,0.0030697420835494997,0.0003391772333998233,2000,max_epochs,2.6982732900069095
mu,1,256,100,1,2,102,202,302,0.0005338427871465683,0.0009161019325256347,1.3875116710551083e-06,9.99866756501433e-07,762,stopping_threshold,1.041358187008882
mu,1,256,100,1,3,103,203,303,0.0005226341411471367,0.0008839951753616333,1.2685349793173372e-06,1.2417812058629352e-06,2000,max_epochs,2.7237637999933213
mu,1,256,100,1,4,104,204,304,0.0005021807700395585,0.0008628448843955994,1.2556375440908597e-06,9.99949634206132e-07,1678,stopping_threshold,2.2663000040047336
mu,1,256,100,1,5,105,205,305,0.0005065304674208164,0.000862081378698349,1.2703027459792792e-06,1.0597291293379385e-06,2000,max_epochs,2.6986722979927436
mu,1,256,100,1,6,106,206,306,0.0005320123732089996,0.0009044258594512939,1.3472340215230361e-06,9.994693073167582e-07,1991,stopping_threshold,2.686845299991546
mu,1,256,100,2,0,100,200,300,0.0005105548202991486,0.0008672334253787995,1.2489398941397667e-06,1.1911557749044732e-06,2000,max_epochs,2.689743062015623
mu,1,256,100,2,1,101,201,301,0.0005013991370797158,0.000846227377653122,1.2013669038424267e-06,1.1485900586194475e-06,2000,max_epochs,2.6843385540123563
mu,1,256,100,2,2,102,202,302,0.0006361066848039627,0.0010111705660820008,1.955593514139764e-06,9.997003189710085e-07,1456,stopping_threshold,1.978073278994998
mu,1,256,100,2,3,103,203,303,0.000539922259747982,0.000895120918750763,1.3786423951387406e-06,1.1501451808726415e-06,2000,max_epochs,2.6801389520114753
mu,1,256,100,2,4,104,204,304,0.0005087052285671234,0.0008606405556201935,1.2594049039762466e-06,9.999436088037328e-07,1620,stopping_threshold,2.1780758810054976
mu,1,256,100,2,5,105,205,305,0.0005121126770973206,0.0008644097745418548,1.2903959723189473e-06,1.054974177350232e-06,2000,max_epochs,2.676911738992203
mu,1,256,100,2,6,106,206,306,0.0005089204981923104,0.0008476321101188659,1.2303183902986347e-06,9.999266694649123e-07,1129,stopping_threshold,1.5126189719885588
mu,1,256,100,3,0,100,200,300,0.0005037908107042312,0.000850887268781662,1.2118044105591253e-06,1.0857996812774218e-06,2000,max_epochs,2.691586610977538
mu,1,256,100,3,1,101,201,301,0.0005035879351198673,0.000848059594631195,1.2093405530322343e-06,1.1588448387556127e-06,2000,max_epochs,2.684481099015102
mu,1,256,100,3,2,102,202,302,0.0005133439190685749,0.00087179696559906,1.2650451390072704e-06,9.99990106720361e-07,571,stopping_threshold,0.7678806709882338
mu,1,256,100,3,3,103,203,303,0.0051102635860443115,0.010234474539756774,0.0001137786814942956,6.810470949858427e-05,2000,max_epochs,2.683907692990033
mu,1,256,100,3,4,104,204,304,0.0005083688832819462,0.0008615134060382843,1.2715786433545872e-06,9.993348157877335e-07,305,stopping_threshold,0.4094296309922356
mu,1,256,100,3,5,105,205,305,0.0005331233218312263,0.0009055793583393097,1.393427432049066e-06,1.0832087582457461e-06,2000,max_epochs,2.706769809999969
mu,1,256,100,3,6,106,206,306,0.0005318741202354431,0.0009092438817024231,1.3633902563014999e-06,9.997003189710085e-07,480,stopping_threshold,0.6487851509882603
mu,1,256,100,4,0,100,200,300,0.002632838100194931,0.0051472207903862,2.867785491980612e-05,0.0003026103076990694,2000,max_epochs,2.6815450159774628
mu,1,256,100,4,1,101,201,301,0.0005129934102296829,0.0008747913241386414,1.2606204982148483e-06,1.2613568287633825e-06,2000,max_epochs,2.6810413950006478
mu,1,256,100,4,2,102,202,302,0.0005481058433651924,0.0009219058752059936,1.4362555666593835e-06,9.999223493650788e-07,714,stopping_threshold,0.9593811089871451
mu,1,256,100,4,3,103,203,303,0.0007836068347096443,0.0014905781149864197,3.020952659426257e-06,1.9291032913315576e-06,2000,max_epochs,2.6798740689991973
mu,1,256,100,4,4,104,204,304,0.0005242122523486614,0.0009039489328861236,1.3493284786818549e-06,9.99759777187137e-07,1197,stopping_threshold,1.6046088910079561
mu,1,256,100,4,5,105,205,305,0.000531941469758749,0.0008889918625354766,1.3765741023235024e-06,1.065879132511327e-06,2000,max_epochs,2.720777332986472
mu,1,256,100,4,6,106,206,306,0.000566131055355072,0.0009320821762084961,1.492943789344281e-06,9.99042640614789e-07,592,stopping_threshold,0.7942369219963439
mu,1,256,100,8,0,100,200,300,0.0005259589180350304,0.0009009882807731629,1.325562348938547e-06,1.2469200783016277e-06,2000,max_epochs,2.691105186007917
